fixed acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality,is_red,so2_ratio,volatile_acidity_ratio
7.0,0.33,4.7,0.03,76.0,0.99202,2.88,0.54,10.5,6,0,0.32894736842105265,0.028571428571428574
6.6,0.27,11.8,0.048,112.0,0.99606,2.87,0.49,9.7,6,0,0.25,0.0393939393939394
5.7,0.24,17.549999999999997,0.059,124.0,0.99773,3.3,0.5,10.1,5,0,0.18548387096774194,0.0456140350877193
7.2,0.36,15.7,0.045,183.0,0.99922,3.25,0.76,9.4,5,0,0.37158469945355194,0.029166666666666664
6.9,0.32,5.8,0.041,119.0,0.99296,3.17,0.55,11.2,6,0,0.16806722689075632,0.03188405797101449
7.2,0.36,15.7,0.045,183.0,0.99922,3.25,0.76,9.4,5,0,0.37158469945355194,0.029166666666666664
7.4,0.28,9.0,0.046,121.0,0.99468,3.1,0.55,10.8,5,0,0.18181818181818182,0.029729729729729728
7.2,0.36,15.7,0.045,183.0,0.99922,3.25,0.76,9.4,5,0,0.37158469945355194,0.029166666666666664
6.9,0.32,5.8,0.041,119.0,0.99296,3.17,0.55,11.2,6,0,0.16806722689075632,0.03188405797101449
7.0,0.35,8.8,0.037,103.0,0.99388,3.13,0.49,11.0,6,0,0.30097087378640774,0.028571428571428574
5.6,0.03999999999999998,10.2,0.038,111.0,0.99315,3.44,0.46,12.4,6,0,0.11711711711711711,0.04642857142857143
6.3,0.3,6.6,0.10550000000000001,154.0,0.99478,3.1,0.4,9.4,6,0,0.38961038961038963,0.04444444444444445
6.4,0.3,6.5,0.10550000000000001,156.0,0.99478,3.1,0.4,9.4,5,0,0.3974358974358974,0.04531249999999999
7.2,0.23,8.9,0.105,155.0,0.99692,3.01,0.58,9.5,5,0,0.14193548387096774,0.04722222222222222
7.1,0.39,11.1,0.034,204.0,0.99616,3.05,0.52,10.0,6,0,0.12254901960784313,0.054929577464788736
6.9,0.29,4.2,0.043,114.0,0.9902,3.16,0.31,12.5,6,0,0.2894736842105263,0.03768115942028986
6.1,0.25,1.6,0.044,115.0,0.9921,3.39,0.59,10.9,6,0,0.20869565217391303,0.03934426229508197
5.9,0.24,7.4,0.044,113.0,0.99462,3.38,0.58,10.5,6,0,0.18584070796460178,0.0423728813559322
6.1,0.27,11.5,0.05,133.0,0.99476,3.22,0.37,10.8,6,0,0.38345864661654133,0.03934426229508197
6.5,0.27,1.6,0.039,116.0,0.99178,3.38,0.57,11.0,7,0,0.3103448275862069,0.033846153846153845
6.2,0.29,2.0,0.036,87.0,0.99081,3.33,0.61,11.8,6,0,0.1839080459770115,0.041935483870967745
6.6,0.25,4.8,0.038,121.0,0.99198,3.36,0.71,12.6,6,0,0.1322314049586777,0.05151515151515152
5.6,0.24,9.8,0.054,140.0,0.99545,3.17,0.39,10.2,6,0,0.42142857142857143,0.04017857142857143
7.1,0.28,1.9,0.046,103.0,0.98997,3.12,0.31,12.0,5,0,0.32038834951456313,0.032394366197183104
6.9,0.29,4.2,0.043,114.0,0.9902,3.16,0.31,12.5,6,0,0.2894736842105263,0.03768115942028986
6.4,0.3,1.6,0.04,86.0,0.99089,3.32,0.65,11.5,6,0,0.22093023255813954,0.0421875
6.3,0.22,7.3,0.035,117.0,0.99172,3.2,0.39,11.94,7,0,0.19658119658119658,0.06507936507936508
6.7,0.24,5.4,0.035,115.0,0.9901,3.12,0.44,12.8933333333333,7,0,0.28695652173913044,0.06119402985074626
7.2,0.2,10.4,0.086,94.0,0.99681,3.13,0.4,9.4,5,0,0.18085106382978725,0.08124999999999999
6.7,0.26,1.9,0.038,138.0,0.9893,3.0,0.47,12.2,7,0,0.42028985507246375,0.05074626865671642
6.3,0.22,7.3,0.035,117.0,0.99172,3.2,0.39,11.94,7,0,0.19658119658119658,0.06507936507936508
6.7,0.24,5.4,0.035,115.0,0.9901,3.12,0.44,12.8933333333333,7,0,0.28695652173913044,0.06119402985074626
6.4,0.35,7.7,0.056,191.0,0.99527,3.16,0.5,9.5,5,0,0.2356020942408377,0.040625
6.3,0.22,11.5,0.036,150.0,0.99445,3.0,0.33,10.6,6,0,0.18,0.04444444444444445
7.4,0.33,1.2,0.042,121.0,0.99198,3.04,0.68,10.5,7,0,0.3884297520661157,0.02162162162162162
8.4,0.3,2.2,0.037,129.0,0.99085,2.89,0.3,11.4666666666667,6,0,0.27906976744186046,0.03214285714285715
5.9,0.28,1.0,0.043,100.0,0.99033,3.4,0.41,11.4,6,0,0.45,0.03389830508474576
6.4,0.26,8.2,0.054,182.0,0.99538,3.12,0.5,9.5,5,0,0.25824175824175827,0.0375
7.4,0.34,8.3,0.052,168.0,0.99627,3.11,0.52,9.2,5,0,0.2619047619047619,0.05135135135135135
6.4,0.26,8.2,0.054,182.0,0.99538,3.12,0.5,9.5,5,0,0.25824175824175827,0.0375
6.4,0.19,9.3,0.043,145.0,0.99433,3.23,0.53,10.98,5,0,0.19310344827586207,0.06562499999999999
6.4,0.26,8.1,0.054,181.0,0.9954,3.12,0.49,9.4,5,0,0.2596685082872928,0.0359375
6.4,0.26,8.2,0.054,182.0,0.99538,3.12,0.5,9.5,5,0,0.25824175824175827,0.0375
7.4,0.34,8.3,0.052,168.0,0.99627,3.11,0.52,9.2,5,0,0.2619047619047619,0.05135135135135135
7.3,0.27,13.9,0.057,155.0,0.99807,2.94,0.41,8.8,8,0,0.2903225806451613,0.026027397260273973
7.3,0.27,13.9,0.057,155.0,0.99807,2.94,0.41,8.8,8,0,0.2903225806451613,0.026027397260273973
7.3,0.27,13.9,0.057,155.0,0.99807,2.94,0.41,8.8,8,0,0.2903225806451613,0.026027397260273973
7.3,0.27,13.9,0.057,155.0,0.99807,2.94,0.41,8.8,8,0,0.2903225806451613,0.026027397260273973
7.3,0.27,13.9,0.057,155.0,0.99807,2.94,0.41,8.8,8,0,0.2903225806451613,0.026027397260273973
7.3,0.27,13.9,0.057,155.0,0.99807,2.94,0.41,8.8,8,0,0.2903225806451613,0.026027397260273973
7.3,0.27,13.9,0.057,155.0,0.99807,2.94,0.41,8.8,8,0,0.2903225806451613,0.026027397260273973
6.8,0.29,2.0,0.044,96.0,0.99232,3.23,0.64,10.4,8,0,0.15625,0.03529411764705882
7.3,0.27,13.9,0.057,155.0,0.99807,2.94,0.41,8.8,8,0,0.2903225806451613,0.026027397260273973
7.4,0.52,15.7,0.054,139.0,0.99788,3.04,0.62,10.0333333333333,6,0,0.2589928057553957,0.03648648648648649
5.7,0.35,1.2,0.052,141.0,0.99108,3.44,0.69,11.3,6,0,0.2765957446808511,0.04912280701754386
5.8,0.25,1.5,0.024,109.0,0.99234,3.37,0.58,10.4,6,0,0.1926605504587156,0.03793103448275862
6.7,0.6000000000000001,1.2,0.10550000000000001,106.0,0.99288,2.96,0.43,9.2,6,0,0.33962264150943394,0.04029850746268657
7.1,0.35,3.2,0.034,107.0,0.99195,3.11,0.54,11.1,6,0,0.19626168224299065,0.028169014084507046
6.7,0.6000000000000001,1.2,0.10550000000000001,106.0,0.99288,2.96,0.43,9.2,6,0,0.33962264150943394,0.04029850746268657
7.1,0.3,2.6,0.034,148.0,0.99121,3.03,0.56,11.3,7,0,0.4189189189189189,0.032394366197183104
7.6,0.52,13.2,0.042,148.0,0.99839,2.98,0.47,9.1,6,0,0.41216216216216217,0.04078947368421053
7.2,0.28,10.4,0.10550000000000001,187.0,0.99738,2.96,0.57,9.4,5,0,0.22994652406417113,0.04722222222222222
7.0,0.25,5.7,0.015,73.0,0.98963,2.82,0.59,13.2,6,0,0.1917808219178082,0.05142857142857143
6.4,0.28,2.5,0.039,137.0,0.98946,3.22,0.38,12.7,6,0,0.24817518248175183,0.048437499999999994
7.3,0.35,1.6,0.054,148.0,0.99178,3.18,0.47,10.7,5,0,0.20945945945945946,0.038356164383561646
7.4,0.3,1.4,0.064,166.0,0.99136,3.11,0.42,11.4333333333333,6,0,0.20481927710843373,0.02162162162162162
6.4,0.27,7.4,0.049,169.0,0.99323,3.27,0.45,11.1,6,0,0.28402366863905326,0.048437499999999994
6.4,0.28,2.5,0.039,137.0,0.98946,3.22,0.38,12.7,6,0,0.24817518248175183,0.048437499999999994
6.2,0.29,5.6,0.046,178.0,0.99313,3.25,0.51,10.5333333333333,5,0,0.19662921348314608,0.04677419354838709
5.9,0.34,3.6,0.04,194.0,0.9912,3.31,0.52,11.6,6,0,0.25773195876288657,0.04745762711864407
6.5,0.2,7.5,0.05,179.0,0.99504,3.18,0.48,9.53333333333333,5,0,0.24581005586592178,0.03538461538461539
7.2,0.2,5.8,0.062,203.0,0.99461,3.17,0.44,9.8,6,0,0.2561576354679803,0.04722222222222222
7.3,0.35,1.6,0.054,148.0,0.99178,3.18,0.47,10.7,5,0,0.20945945945945946,0.038356164383561646
6.5,0.33,1.5,0.039,110.0,0.99008,3.22,0.65,12.0,6,0,0.32727272727272727,0.03076923076923077
6.2,0.27,2.9,0.039,123.0,0.98959,3.12,0.37,12.8,6,0,0.24390243902439024,0.038709677419354833
7.1,0.25,11.2,0.048,136.0,0.99663,3.14,0.4,9.5,5,0,0.23529411764705882,0.04366197183098592
6.4,0.21,9.65,0.041,119.0,0.99334,2.99,0.34,10.9333333333333,6,0,0.3025210084033613,0.04531249999999999
6.3,0.33,10.1,0.063,133.0,0.99561,2.86,0.41,9.1,5,0,0.47368421052631576,0.03015873015873016
5.9,0.28,3.2,0.035,117.0,0.98959,3.26,0.42,12.6,6,0,0.13675213675213677,0.04915254237288135
7.1,0.25,11.2,0.048,136.0,0.99663,3.14,0.4,9.5,5,0,0.23529411764705882,0.04366197183098592
6.5,0.28,11.45,0.041,109.0,0.99418,2.98,0.3,10.9,6,0,0.26605504587155965,0.04615384615384615
6.4,0.21,9.65,0.041,119.0,0.99334,2.99,0.34,10.9333333333333,6,0,0.3025210084033613,0.04531249999999999
6.5,0.19,4.5,0.096,115.0,0.9937,3.02,0.44,9.6,5,0,0.1391304347826087,0.033846153846153845
7.0,0.28,2.7,0.053,92.0,0.99372,3.18,0.56,9.3,5,0,0.17391304347826086,0.032857142857142856
7.1,0.23,3.5,0.038,112.0,0.99157,3.05,0.37,11.3666666666667,6,0,0.20535714285714285,0.032394366197183104
6.1,0.28,1.7,0.043,98.0,0.98918,3.14,0.44,12.5,6,0,0.24489795918367346,0.042622950819672135
6.4,0.21,2.1,0.051,171.0,0.9932,3.16,0.5,9.5,5,0,0.26900584795321636,0.05468749999999999
6.0,0.32,4.8,0.041,186.0,0.99235,3.22,0.54,11.0,6,0,0.21505376344086022,0.05333333333333334
6.1,0.21,5.0,0.042,133.0,0.99373,3.02,0.53,9.4,5,0,0.12781954887218044,0.055737704918032795
6.5,0.27,2.6,0.035,76.0,0.9914,3.21,0.76,11.3333333333333,6,0,0.42105263157894735,0.02
6.5,0.2,6.6,0.041,126.0,0.99494,2.94,0.51,8.8,5,0,0.07142857142857142,0.04846153846153846
6.1,0.21,5.0,0.042,133.0,0.99373,3.02,0.53,9.4,5,0,0.12781954887218044,0.055737704918032795
5.7,0.29,7.3,0.05,143.0,0.99332,3.31,0.5,11.0666666666667,6,0,0.23076923076923078,0.0543859649122807
6.4,0.27,5.0,0.058,151.0,0.99198,3.22,0.49,12.2,6,0,0.17880794701986755,0.04687499999999999
7.0,0.26,1.7,0.041,110.0,0.99142,3.2,0.53,11.0,6,0,0.2818181818181818,0.03428571428571429
6.5,0.27,2.6,0.035,76.0,0.9914,3.21,0.76,11.3333333333333,6,0,0.42105263157894735,0.02
6.4,0.21,8.2,0.05,182.0,0.99542,3.23,0.48,9.5,5,0,0.2802197802197802,0.040625
6.4,0.21,8.2,0.05,182.0,0.99542,3.23,0.48,9.5,5,0,0.2802197802197802,0.040625
6.0,0.31,5.0,0.043,170.0,0.9924,3.28,0.52,11.0,6,0,0.3176470588235294,0.045000000000000005
7.1,0.33,1.2,0.039,97.0,0.99112,3.11,0.75,11.2,6,0,0.35051546391752575,0.029577464788732393
6.7,0.29,7.1,0.036,100.0,0.99534,3.08,0.36,9.3,6,0,0.28,0.03880597014925373
6.3,0.22,9.5,0.04,111.0,0.99338,3.05,0.31,10.8,4,0,0.2702702702702703,0.04444444444444445
6.2,0.44,15.8,0.057,167.0,0.99804,3.14,0.51,9.2,5,0,0.23353293413173654,0.04032258064516129
7.3,0.37,15.5,0.048,203.0,0.99899,3.25,0.77,9.4,5,0,0.3448275862068966,0.030136986301369864
6.2,0.44,15.8,0.057,167.0,0.99804,3.14,0.51,9.2,5,0,0.23353293413173654,0.04032258064516129
6.4,0.28,17.05,0.047,139.0,0.99724,3.25,0.35,10.5,6,0,0.381294964028777,0.028124999999999997
6.3,0.26,12.7,0.046,143.0,0.99526,3.26,0.35,10.8,6,0,0.4195804195804196,0.03174603174603175
6.6,0.22,12.3,0.051,146.0,0.99676,3.1,0.67,9.4,5,0,0.23972602739726026,0.03636363636363636
7.4,0.26,11.8,0.053,173.0,0.99699,3.11,0.6,9.8,5,0,0.3179190751445087,0.03648648648648649
7.4,0.26,11.8,0.053,173.0,0.99699,3.11,0.6,9.8,5,0,0.3179190751445087,0.03648648648648649
7.4,0.26,11.8,0.053,173.0,0.99699,3.11,0.6,9.8,5,0,0.3179190751445087,0.03648648648648649
6.6,0.22,12.3,0.051,146.0,0.99676,3.1,0.67,9.4,5,0,0.23972602739726026,0.03636363636363636
7.4,0.26,11.8,0.053,173.0,0.99699,3.11,0.6,9.8,5,0,0.3179190751445087,0.03648648648648649
7.1,0.29,13.6,0.041,137.0,0.99461,3.02,0.855,12.1,6,0,0.21897810218978103,0.053521126760563385
6.8,0.26,5.2,0.043,176.0,0.99116,3.17,0.41,12.3,6,0,0.22727272727272727,0.06323529411764706
5.2,0.46,6.2,0.066,187.0,0.99362,3.19,0.42,9.73333333333333,5,0,0.2192513368983957,0.0423076923076923
5.9,0.16,7.9,0.044,197.0,0.99512,3.21,0.36,9.4,5,0,0.2436548223350254,0.04915254237288135
5.9,0.16,7.9,0.044,197.0,0.99512,3.21,0.36,9.4,5,0,0.2436548223350254,0.04915254237288135
6.3,0.29,3.3,0.037,140.0,0.9895,3.17,0.36,12.8,7,0,0.22857142857142856,0.04603174603174603
6.3,0.32,2.8,0.046,80.0,0.99043,2.92,0.47,11.05,6,0,0.225,0.03015873015873016
5.7,0.16,7.9,0.044,197.0,0.99512,3.21,0.36,9.4,5,0,0.2436548223350254,0.05087719298245613
6.3,0.29,3.3,0.037,140.0,0.9895,3.17,0.36,12.8,7,0,0.22857142857142856,0.04603174603174603
5.7,0.47,6.3,0.069,182.0,0.99391,3.11,0.46,9.73333333333333,5,0,0.19230769230769232,0.042105263157894736
5.8,0.38,4.9,0.039,86.0,0.98963,3.23,0.58,13.1,7,0,0.2558139534883721,0.05172413793103448
7.1,0.27,10.4,0.041,114.0,0.99335,3.04,0.52,11.5,7,0,0.22807017543859648,0.03802816901408451
5.8,0.38,4.9,0.039,86.0,0.98963,3.23,0.58,13.1,7,0,0.2558139534883721,0.05172413793103448
7.1,0.27,10.4,0.041,114.0,0.99335,3.04,0.52,11.5,7,0,0.22807017543859648,0.03802816901408451
6.3,0.22,16.0,0.061,141.0,0.99824,3.08,0.5,9.1,5,0,0.18439716312056736,0.048412698412698414
5.7,0.47,6.3,0.069,182.0,0.99391,3.11,0.46,9.75,5,0,0.19230769230769232,0.042105263157894736
6.2,0.28,2.2,0.04,125.0,0.9917,3.19,0.48,10.5,6,0,0.192,0.035483870967741936
6.6,0.23,17.3,0.047,118.0,0.99906,3.08,0.46,8.8,6,0,0.3135593220338983,0.03333333333333333
6.6,0.23,17.3,0.047,118.0,0.99906,3.08,0.46,8.8,6,0,0.3135593220338983,0.03333333333333333
6.6,0.23,17.3,0.047,118.0,0.99906,3.08,0.46,8.8,6,0,0.3135593220338983,0.03333333333333333
6.6,0.23,17.3,0.047,118.0,0.99906,3.08,0.46,8.8,6,0,0.3135593220338983,0.03333333333333333
6.2,0.28,2.2,0.04,125.0,0.9917,3.19,0.48,10.5,6,0,0.192,0.035483870967741936
6.2,0.28,2.2,0.04,125.0,0.9917,3.19,0.48,10.5,6,0,0.192,0.035483870967741936
6.6,0.23,17.3,0.047,118.0,0.99906,3.08,0.46,8.8,6,0,0.3135593220338983,0.03333333333333333
6.1,0.5,6.6,0.045,122.0,0.99415,3.22,0.49,9.9,6,0,0.2459016393442623,0.036065573770491806
6.2,0.52,6.5,0.047,123.0,0.99418,3.22,0.49,9.9,6,0,0.22764227642276422,0.03387096774193548
6.3,0.26,12.3,0.044,205.0,0.99611,3.11,0.58,9.9,5,0,0.11707317073170732,0.050793650793650794
6.9,0.27,5.0,0.038,166.0,0.99124,3.2,0.42,12.2,6,0,0.19879518072289157,0.06376811594202898
6.1,0.34,2.8,0.042,162.0,0.99179,3.27,0.47,10.8,6,0,0.36728395061728397,0.05081967213114754
8.1,0.59,13.6,0.051,134.0,0.99886,2.96,0.39,8.7,5,0,0.44776119402985076,0.044444444444444446
6.6,0.28,2.8,0.043,67.0,0.98924,3.21,0.47,13.2,6,0,0.2537313432835821,0.05757575757575758
6.7,0.26,5.4,0.03,94.0,0.99045,3.15,0.38,12.7,6,0,0.1595744680851064,0.035820895522388055
6.9,0.26,10.9,0.06,193.0,0.9969,3.21,0.44,9.4,5,0,0.2849740932642487,0.08115942028985508
7.2,0.24,1.7,0.045,161.0,0.99196,3.25,0.53,11.2,6,0,0.11180124223602485,0.03333333333333333
6.5,0.3,9.15,0.051,166.0,0.99339,3.24,0.56,11.3333333333333,6,0,0.15060240963855423,0.04461538461538461
6.7,0.28,4.5,0.051,92.0,0.99224,3.36,0.58,11.9,6,0,0.15217391304347827,0.041791044776119404
6.5,0.3,9.15,0.051,166.0,0.99339,3.24,0.56,11.35,6,0,0.15060240963855423,0.04461538461538461
6.1,0.19,1.4,0.046,131.0,0.99184,3.22,0.39,10.5,5,0,0.3893129770992366,0.03442622950819672
7.2,0.16,5.9,0.048,125.0,0.99428,3.09,0.49,9.8,5,0,0.112,0.06527777777777777
6.7,0.31,16.4,0.051,146.0,0.99834,3.06,0.54,9.1,5,0,0.136986301369863,0.05074626865671642
6.6,0.25,1.2,0.033,111.0,0.98918,3.16,0.37,12.4,6,0,0.32432432432432434,0.040909090909090916
6.7,0.31,16.4,0.051,146.0,0.99834,3.06,0.54,9.1,5,0,0.136986301369863,0.05074626865671642
7.2,0.16,5.9,0.048,125.0,0.99428,3.09,0.49,9.8,5,0,0.112,0.06527777777777777
5.0,0.25,7.8,0.031,116.0,0.99241,3.39,0.4,11.3,6,0,0.20689655172413793,0.06999999999999999
5.0,0.25,7.8,0.031,116.0,0.99241,3.39,0.4,11.3,6,0,0.20689655172413793,0.06999999999999999
4.450000000000001,0.1,2.8,0.024,111.0,0.98816,3.48,0.34,13.1,6,0,0.27927927927927926,0.10337078651685391
6.6,0.29,2.9,0.035,101.0,0.98916,3.04,0.37,12.5,6,0,0.1485148514851485,0.05757575757575758
7.3,0.25,2.5,0.045,122.0,0.99329,3.18,0.54,10.3,5,0,0.26229508196721313,0.0410958904109589
6.4,0.22,12.8,0.039,150.0,0.99535,3.23,0.43,10.7,6,0,0.34,0.043750000000000004
6.9,0.25,12.2,0.04,136.0,0.99552,3.05,0.65,10.4,6,0,0.21323529411764705,0.042028985507246375
6.3,0.19,7.7,0.049,184.0,0.99514,3.22,0.48,9.5,5,0,0.2554347826086957,0.047619047619047616
6.3,0.22,2.8,0.048,173.0,0.99304,3.24,0.45,9.8,5,0,0.3063583815028902,0.06190476190476191
6.6,0.29,2.9,0.035,101.0,0.98916,3.04,0.37,12.5,6,0,0.1485148514851485,0.05757575757575758
6.6,0.26,17.3,0.051,149.0,0.9984,3.0,0.43,9.4,6,0,0.11409395973154363,0.027272727272727275
6.0,0.29,17.549999999999997,0.051,174.0,0.99911,3.14,0.5,9.0,5,0,0.20689655172413793,0.04666666666666667
6.0,0.29,17.549999999999997,0.051,174.0,0.99911,3.14,0.5,9.0,5,0,0.20689655172413793,0.04666666666666667
6.0,0.29,17.549999999999997,0.051,174.0,0.99911,3.14,0.5,9.0,5,0,0.20689655172413793,0.04666666666666667
6.6,0.26,2.7,0.045,129.0,0.98952,3.24,0.48,13.0,7,0,0.14728682170542637,0.05303030303030303
5.9,0.18,6.4,0.041,120.0,0.99403,3.27,0.5,9.9,5,0,0.23333333333333334,0.037288135593220334
6.6,0.26,17.3,0.051,149.0,0.9984,3.0,0.43,9.4,6,0,0.11409395973154363,0.027272727272727275
7.7,0.24,2.4,0.044,157.0,0.99312,3.27,0.56,10.6,6,0,0.18471337579617833,0.03636363636363637
7.1,0.2,2.8,0.038,109.0,0.98968,3.23,0.47,13.4,6,0,0.25688073394495414,0.059154929577464786
6.7,0.32,1.7,0.031,114.0,0.98946,3.12,0.35,12.5,6,0,0.2719298245614035,0.04776119402985075
6.6,0.56,15.4,0.053,141.0,0.9981,3.11,0.49,9.3,5,0,0.22695035460992907,0.0393939393939394
6.6,0.56,15.4,0.053,141.0,0.9981,3.11,0.49,9.3,5,0,0.22695035460992907,0.0393939393939394
6.2,0.24,4.1,0.051,149.0,0.99306,3.36,0.52,11.0,5,0,0.22818791946308725,0.05161290322580645
6.3,0.27,6.6,0.054,158.0,0.99378,3.2,0.48,10.3,5,0,0.25316455696202533,0.03968253968253968
6.2,0.24,1.2,0.051,95.0,0.99036,3.24,0.57,11.3,6,0,0.3263157894736842,0.03387096774193548
6.4,0.27,2.1,0.042,100.0,0.99094,3.03,0.63,10.9,6,0,0.35,0.0359375
4.7,0.29,1.0,0.042,90.0,0.9908,3.635,0.49,11.3,6,0,0.3888888888888889,0.03085106382978723
6.2,0.28,1.1,0.039,78.0,0.9899,3.36,0.47,12.1,6,0,0.3076923076923077,0.03225806451612903
7.0,0.28,1.4,0.039,83.0,0.99173,3.18,0.65,11.1,5,0,0.14457831325301204,0.04
7.1,0.2,1.6,0.10550000000000001,140.0,0.99356,3.11,0.63,9.8,5,0,0.17142857142857143,0.05070422535211268
5.7,0.22,9.8,0.049,125.0,0.99571,3.2,0.45,10.1,6,0,0.4,0.043859649122807015
5.7,0.33,1.9,0.036,110.0,0.98945,3.26,0.58,12.4,6,0,0.33636363636363636,0.03859649122807018
6.0,0.38,1.3,0.034,104.0,0.98865,3.11,0.52,12.7,6,0,0.3557692307692308,0.03333333333333333
6.4,0.26,7.9,0.05,180.0,0.99514,3.14,0.5,9.6,5,0,0.29444444444444445,0.049999999999999996
6.4,0.26,7.9,0.05,180.0,0.99514,3.14,0.5,9.6,5,0,0.29444444444444445,0.049999999999999996
6.0,0.26,4.5,0.053,126.0,0.9943,3.24,0.46,9.1,5,0,0.1349206349206349,0.09250000000000001
5.9,0.45,17.549999999999997,0.10550000000000001,122.0,0.99636,3.1,0.35,12.8,5,0,0.45081967213114754,0.037288135593220334
6.4,0.26,7.9,0.05,180.0,0.99514,3.14,0.5,9.6,5,0,0.29444444444444445,0.049999999999999996
6.2,0.33,3.5,0.037,155.0,0.98987,3.18,0.37,12.4,6,0,0.23870967741935484,0.04838709677419355
5.8,0.18,1.2,0.058,108.0,0.99288,3.23,0.58,9.55,4,0,0.06481481481481481,0.048275862068965524
5.8,0.26,4.5,0.053,126.0,0.9943,3.24,0.46,9.1,5,0,0.1349206349206349,0.0956896551724138
6.7,0.33,2.0,0.033,74.0,0.99064,3.29,0.65,12.5,6,0,0.16216216216216217,0.04626865671641791
6.4,0.25,7.8,0.05,68.0,0.99394,3.16,0.4,9.9,6,0,0.19117647058823528,0.023437499999999997
6.4,0.28,0.9,0.045,87.0,0.99175,3.47,0.52,11.2,6,0,0.367816091954023,0.0203125
6.7,0.49,2.9,0.03,122.0,0.98926,3.13,0.4,13.0,6,0,0.22950819672131148,0.07164179104477611
6.7,0.49,2.9,0.03,122.0,0.98926,3.13,0.4,13.0,6,0,0.22950819672131148,0.07164179104477611
5.8,0.33,3.5,0.033,116.0,0.99057,3.2,0.44,11.7,6,0,0.21551724137931033,0.05172413793103448
6.1,0.23,4.2,0.038,95.0,0.98898,2.97,0.7,13.1,6,0,0.1368421052631579,0.0459016393442623
6.0,0.37,9.7,0.032,50.0,0.9932,3.08,0.66,12.0,6,0,0.34,0.03166666666666667
6.8,0.25,10.5,0.043,165.0,0.9972,3.36,0.55,10.55,6,0,0.18181818181818182,0.045588235294117645
7.5,0.29,1.1,0.046,84.0,0.9902,3.04,0.39,11.45,6,0,0.40476190476190477,0.032
6.8,0.39,16.1,0.053,194.0,0.9988,3.18,0.64,10.2,6,0,0.36597938144329895,0.03382352941176471
7.5,0.29,1.1,0.046,84.0,0.9902,3.04,0.39,11.45,6,0,0.40476190476190477,0.032
6.3,0.3,8.1,0.10550000000000001,150.0,0.9958,3.1,0.4,9.3,5,0,0.4,0.04603174603174603
6.8,0.25,6.2,0.052,106.0,0.9935,3.09,0.54,10.8,5,0,0.20754716981132076,0.029411764705882356
5.2,0.26,7.7,0.053,103.0,0.9925,3.27,0.45,12.2,6,0,0.1941747572815534,0.07307692307692308
7.8,0.33,2.4,0.053,175.0,0.992,3.2,0.55,11.0,6,0,0.2057142857142857,0.03461538461538462
6.6,0.21,16.3,0.055,182.0,0.9986,3.35,0.54,10.4,6,0,0.22527472527472528,0.08181818181818183
7.1,0.31,2.3,0.05,156.0,0.9914,3.14,0.51,11.4,6,0,0.20512820512820512,0.035211267605633804
5.8,0.03999999999999998,8.4,0.041,104.0,0.9909,3.26,0.72,14.000000000000002,7,0,0.2980769230769231,0.10517241379310345
6.5,0.23,8.5,0.051,138.0,0.9943,3.03,0.42,10.7,5,0,0.14492753623188406,0.04923076923076923
6.4,0.23,6.0,0.051,162.0,0.994,3.15,0.52,10.2,5,0,0.30864197530864196,0.043750000000000004
6.6,0.28,1.1,0.044,100.0,0.9904,3.22,0.69,11.2,6,0,0.38,0.02878787878787879
5.1,0.13,1.75,0.036,73.0,0.99,3.4,0.51,12.3333333333333,5,0,0.2328767123287671,0.059803921568627454
5.8,0.3,2.6,0.034,129.0,0.9902,3.2,0.38,11.5,4,0,0.5813953488372093,0.04482758620689656
6.7,0.17,1.3,0.061,100.0,0.9925,3.07,0.55,9.5,5,0,0.14,0.034328358208955224
6.8,0.3,2.1,0.047,147.0,0.9886,3.24,0.56,13.4,6,0,0.23809523809523808,0.04852941176470588
6.1,0.32,1.1,0.034,110.0,0.9898,3.36,0.4,12.5,6,0,0.21818181818181817,0.04426229508196722
6.1,0.32,1.1,0.034,110.0,0.9898,3.36,0.4,12.5,6,0,0.21818181818181817,0.04426229508196722
6.8,0.29,2.8,0.044,97.0,0.9904,3.12,0.42,11.2,6,0,0.27835051546391754,0.05882352941176471
6.1,0.18,9.0,0.051,259.0,0.9964,3.19,0.5,8.8,5,0,0.11003861003861004,0.06557377049180328
7.1,0.26,2.8,0.039,118.0,0.9908,3.06,0.59,11.2,6,0,0.423728813559322,0.03943661971830986
6.2,0.32,2.2,0.036,70.0,0.9899,3.16,0.48,12.7,6,0,0.21428571428571427,0.05161290322580645
6.8,0.17,5.1,0.049,82.0,0.993,3.0,0.38,9.8,6,0,0.3170731707317073,0.025
9.0,0.33,3.5,0.049,40.0,0.9944,3.14,0.36,9.8,6,0,0.25,0.022222222222222223
5.8,0.22,12.7,0.058,183.0,0.9956,3.32,0.42,11.7,6,0,0.13114754098360656,0.02241379310344828
5.8,0.31,7.5,0.052,230.0,0.9949,3.19,0.46,9.8,5,0,0.2391304347826087,0.05344827586206897
6.3,0.2,2.0,0.048,191.0,0.9929,3.17,0.51,9.6,5,0,0.2513089005235602,0.05714285714285714
9.0,0.33,3.5,0.049,40.0,0.9944,3.14,0.36,9.8,6,0,0.25,0.022222222222222223
6.7,0.25,14.3,0.048,149.0,0.9975,3.12,0.37,9.7,5,0,0.5167785234899329,0.026865671641791045
